superficie,nombre_chambres,douche_wc,type_d_acces,meuble,etat_general,quartier_Ambatoroka,quartier_Analakely,quartier_Andavamamba,quartier_Ankatso,quartier_Ankorondrano,quartier_Isoraka,quartier_Itaosy,quartier_Ivandry,quartier_Mahamasina,score_confort
32,2,1,10,1,5,0,0,0,0,0,0,1,0,0,3
40,2,1,10,0,0,1,0,0,0,0,0,0,0,0,2
98,3,1,10,1,5,0,0,0,0,1,0,0,0,0,3
24,1,1,10,1,10,0,0,0,0,0,1,0,0,0,4
43,2,0,5,0,5,0,0,0,0,0,1,0,0,0,0
81,1,1,10,0,0,0,0,0,0,0,0,0,0,1,2
15,3,1,15,0,10,0,0,0,0,1,0,0,0,0,3
81,1,1,15,0,0,0,0,0,0,0,0,1,0,0,2
77,2,1,15,0,5,0,0,0,0,0,0,0,0,1,2
66,2,1,5,1,10,0,0,0,0,1,0,0,0,0,3
57,2,1,10,1,10,0,0,0,0,1,0,0,0,0,4
101,1,0,10,0,5,1,0,0,0,0,0,0,0,0,1
27,2,1,10,0,10,0,0,0,0,0,0,0,1,0,3
19,1,1,5,1,5,0,0,0,0,0,0,0,0,0,2
65,1,1,15,0,10,0,0,0,0,0,0,1,0,0,3
34,2,0,5,1,5,0,0,0,0,0,1,0,0,0,1
112,2,1,15,0,0,0,0,1,0,0,0,0,0,0,2
45,1,1,0,0,10,0,0,0,0,0,0,0,0,0,2
64,1,0,15,0,10,0,0,0,0,0,0,0,0,0,2
30,2,0,5,0,5,0,0,0,0,0,0,1,0,0,0
53,2,1,5,1,5,0,0,0,0,0,0,0,0,1,2
68,4,1,10,0,10,0,0,0,0,1,0,0,0,0,3
61,1,1,10,1,5,1,0,0,0,0,0,0,0,0,3
77,1,1,15,0,5,0,1,0,0,0,0,0,0,0,2
42,3,1,10,1,10,1,0,0,0,0,0,0,0,0,4
48,2,0,5,1,5,0,0,0,0,0,0,0,1,0,1
67,3,0,5,0,0,0,0,0,0,0,0,1,0,0,0
22,1,1,5,0,10,0,1,0,0,0,0,0,0,0,2
93,1,0,10,0,10,0,0,0,1,0,0,0,0,0,2
60,3,1,5,0,10,0,0,0,0,0,0,0,1,0,2
65,2,1,5,0,5,0,0,0,0,0,0,1,0,0,1
52,1,1,10,0,0,0,0,0,0,0,0,0,0,1,2
25,2,1,5,0,10,0,0,0,1,0,0,0,0,0,2
52,1,0,15,1,10,0,0,0,1,0,0,0,0,0,3
101,2,0,15,0,10,0,0,0,1,0,0,0,0,0,2
56,2,1,0,0,10,0,0,0,1,0,0,0,0,0,2
49,1,1,10,0,5,0,0,0,0,0,0,0,0,1,2
16,2,1,5,0,10,0,0,0,0,0,0,0,0,1,2
61,1,1,5,1,10,1,0,0,0,0,0,0,0,0,3
81,1,1,5,0,10,0,0,0,0,0,0,0,0,1,2
50,4,1,5,1,10,0,1,0,0,0,0,0,0,0,3
55,2,1,5,0,5,0,0,1,0,0,0,0,0,0,1
38,2,0,5,1,10,0,0,0,0,0,0,0,0,1,2
67,2,1,10,1,10,0,0,0,0,0,0,0,0,1,4
112,1,1,15,1,0,0,0,0,0,0,0,0,0,1,3
48,1,0,10,0,0,0,1,0,0,0,0,0,0,0,1
97,1,1,15,1,0,0,0,0,0,1,0,0,0,0,3
65,3,0,0,0,10,0,0,0,0,0,0,1,0,0,1
43,2,1,0,1,10,0,0,0,0,1,0,0,0,0,3
89,1,1,10,0,5,0,1,0,0,0,0,0,0,0,2
46,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0
30,2,1,10,1,0,0,0,0,0,0,1,0,0,0,3
29,3,0,10,0,5,0,0,0,0,0,0,1,0,0,1
46,1,1,15,1,0,0,0,0,0,0,0,0,1,0,3
108,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0
71,1,1,10,0,0,0,0,0,0,0,0,0,0,1,2
86,3,1,10,1,0,0,0,0,0,0,0,0,1,0,3
90,3,1,10,0,5,0,0,0,0,0,1,0,0,0,2
77,1,1,10,0,10,1,0,0,0,0,0,0,0,0,3
31,2,1,15,0,5,1,0,0,0,0,0,0,0,0,2
83,3,0,5,0,10,0,0,0,0,0,0,0,0,0,1
58,2,1,0,0,10,0,0,1,0,0,0,0,0,0,2
15,3,1,5,1,5,1,0,0,0,0,0,0,0,0,2
40,2,1,5,0,10,0,1,0,0,0,0,0,0,0,2
87,1,1,15,1,10,0,0,0,0,0,0,0,0,0,4
15,2,1,5,0,5,0,0,0,0,1,0,0,0,0,1
58,2,1,5,0,5,0,0,0,0,1,0,0,0,0,1
80,2,0,10,0,10,1,0,0,0,0,0,0,0,0,2
114,3,1,15,0,5,0,0,0,0,0,0,0,0,0,2
75,2,1,5,0,5,0,0,0,0,0,0,0,0,0,1
86,1,1,10,1,5,0,0,0,0,0,0,0,0,0,3
67,2,1,10,0,10,1,0,0,0,0,0,0,0,0,3
15,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0
17,1,1,5,1,5,0,0,0,1,0,0,0,0,0,2
89,1,1,10,0,10,0,0,0,0,0,0,0,0,0,3
54,1,1,5,0,5,0,1,0,0,0,0,0,0,0,1
67,4,0,10,1,0,0,0,0,0,0,0,0,0,1,2
35,1,1,15,0,10,1,0,0,0,0,0,0,0,0,3
92,1,1,10,0,10,0,0,1,0,0,0,0,0,0,3
54,1,1,10,0,5,0,0,0,0,0,0,0,0,1,2
25,2,1,5,0,10,0,0,0,1,0,0,0,0,0,2
21,3,0,10,0,10,0,0,1,0,0,0,0,0,0,2
108,2,0,10,1,5,0,0,0,0,0,0,0,0,1,2
29,1,1,5,0,10,0,0,1,0,0,0,0,0,0,2
15,1,1,10,1,10,0,1,0,0,0,0,0,0,0,4
102,4,0,10,0,10,0,0,0,0,0,0,1,0,0,2
26,1,1,10,0,0,0,0,0,0,0,1,0,0,0,2
19,2,1,15,0,0,0,0,0,0,0,0,0,0,0,2
34,1,1,5,0,10,0,0,0,1,0,0,0,0,0,2
51,2,0,0,0,5,0,0,0,0,0,0,0,1,0,0
59,2,1,10,0,0,0,0,0,0,0,0,0,1,0,2
96,3,0,5,0,0,0,0,0,1,0,0,0,0,0,0
103,2,1,10,0,5,1,0,0,0,0,0,0,0,0,2
70,2,0,0,0,10,1,0,0,0,0,0,0,0,0,1
15,1,1,10,0,10,0,0,1,0,0,0,0,0,0,3
45,1,1,10,0,10,0,0,1,0,0,0,0,0,0,3
106,1,1,5,1,5,1,0,0,0,0,0,0,0,0,2
90,1,1,5,0,5,0,1,0,0,0,0,0,0,0,1
80,1,1,10,0,10,1,0,0,0,0,0,0,0,0,3
80,2,1,5,0,10,0,0,0,1,0,0,0,0,0,2
34,2,1,10,0,0,1,0,0,0,0,0,0,0,0,2
58,1,1,10,0,5,0,0,0,0,0,0,0,1,0,2
90,2,1,5,1,10,0,0,0,0,0,0,0,0,1,3
110,1,1,0,0,10,0,0,0,1,0,0,0,0,0,2
78,1,1,15,1,5,0,0,0,0,0,0,0,0,0,3
32,1,1,5,0,5,0,0,0,0,0,0,0,0,0,1
74,1,1,10,0,10,0,0,0,1,0,0,0,0,0,3
15,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0
75,1,1,15,1,10,0,0,1,0,0,0,0,0,0,4
35,1,1,10,0,10,0,0,0,0,0,0,0,1,0,3
61,1,1,5,1,5,0,0,0,1,0,0,0,0,0,2
72,2,1,10,1,5,0,0,0,0,0,0,1,0,0,3
61,2,1,5,0,5,1,0,0,0,0,0,0,0,0,1
79,2,0,10,1,0,0,0,0,0,1,0,0,0,0,2
56,1,1,0,1,10,0,0,0,0,0,0,1,0,0,3
56,2,1,10,0,0,0,1,0,0,0,0,0,0,0,2
49,2,1,10,0,5,0,0,0,0,0,0,0,0,0,2
58,2,1,15,0,5,0,0,0,0,0,0,1,0,0,2
15,3,0,10,1,5,1,0,0,0,0,0,0,0,0,2
40,1,1,5,0,10,1,0,0,0,0,0,0,0,0,2
50,1,0,5,0,10,0,0,1,0,0,0,0,0,0,1
70,2,1,5,0,5,0,0,0,0,0,0,0,1,0,1
56,2,1,10,0,10,0,0,0,0,0,0,0,0,0,3
70,3,1,5,1,0,0,0,0,0,0,1,0,0,0,2
79,2,0,5,1,10,1,0,0,0,0,0,0,0,0,2
77,5,1,15,0,5,0,0,0,0,0,1,0,0,0,2
75,1,1,0,0,5,1,0,0,0,0,0,0,0,0,1
57,1,0,5,0,5,0,0,0,0,1,0,0,0,0,0
60,2,1,0,0,10,0,0,1,0,0,0,0,0,0,2
39,3,1,15,0,10,0,0,1,0,0,0,0,0,0,3
92,2,1,15,1,10,0,0,0,0,1,0,0,0,0,4
62,1,1,10,1,10,1,0,0,0,0,0,0,0,0,4
15,2,1,15,0,5,0,0,0,0,0,0,0,1,0,2
33,1,1,10,1,5,0,0,0,0,1,0,0,0,0,3
92,2,1,5,0,10,0,0,0,0,0,1,0,0,0,2
99,2,0,15,0,0,0,0,0,0,1,0,0,0,0,1
37,1,1,5,0,10,0,0,0,1,0,0,0,0,0,2
96,2,1,10,1,5,1,0,0,0,0,0,0,0,0,3
41,1,1,5,0,10,1,0,0,0,0,0,0,0,0,2
60,3,1,10,0,5,0,0,1,0,0,0,0,0,0,2
94,2,0,0,0,10,1,0,0,0,0,0,0,0,0,1
35,1,1,15,0,10,0,0,0,0,0,0,0,0,1,3
42,2,1,10,0,5,0,0,0,0,1,0,0,0,0,2
15,1,1,10,1,10,0,0,0,1,0,0,0,0,0,4
41,1,1,5,0,10,0,0,0,0,1,0,0,0,0,2
59,1,1,5,0,10,1,0,0,0,0,0,0,0,0,2
101,1,0,10,0,5,0,0,1,0,0,0,0,0,0,1
93,1,1,15,0,5,1,0,0,0,0,0,0,0,0,2
18,4,1,10,0,10,0,0,0,0,0,1,0,0,0,3
63,3,0,15,0,10,1,0,0,0,0,0,0,0,0,2
85,2,1,10,1,5,0,0,0,0,0,0,0,1,0,3
56,1,1,10,0,10,1,0,0,0,0,0,0,0,0,3
72,1,1,10,1,10,0,0,0,0,0,0,0,0,0,4
57,2,1,15,0,5,0,1,0,0,0,0,0,0,0,2
19,1,1,0,0,10,0,0,0,0,1,0,0,0,0,2
64,3,1,10,0,5,1,0,0,0,0,0,0,0,0,2
81,1,1,15,0,10,0,0,0,0,0,0,0,0,1,3
89,2,1,15,1,5,0,0,0,0,0,0,1,0,0,3
68,2,1,10,1,10,0,1,0,0,0,0,0,0,0,4
77,2,1,15,0,10,0,0,0,0,0,1,0,0,0,3
33,1,1,10,1,10,0,0,0,0,0,0,0,0,1,4
42,2,1,10,0,0,0,1,0,0,0,0,0,0,0,2
65,1,1,10,1,10,1,0,0,0,0,0,0,0,0,4
15,2,1,5,0,10,0,0,0,1,0,0,0,0,0,2
39,2,1,0,0,10,0,0,0,0,0,0,0,0,1,2
89,1,1,10,0,0,0,0,0,0,0,0,0,0,0,2
53,2,1,5,1,10,0,0,0,1,0,0,0,0,0,3
15,1,1,5,0,10,0,0,1,0,0,0,0,0,0,2
24,2,1,10,0,10,0,0,0,0,0,0,0,1,0,3
89,1,1,10,1,10,0,0,1,0,0,0,0,0,0,4
106,3,1,10,0,0,0,0,0,0,0,0,1,0,0,2
67,3,1,5,0,10,0,0,0,0,1,0,0,0,0,2
57,1,1,10,1,10,0,0,0,0,0,0,0,0,1,4
83,1,1,10,1,10,0,1,0,0,0,0,0,0,0,4
69,3,1,0,0,5,0,0,0,0,0,0,0,0,1,1
25,2,1,5,0,5,0,0,0,0,0,1,0,0,0,1
52,1,0,10,1,5,0,1,0,0,0,0,0,0,0,2
59,2,1,10,0,10,0,0,0,0,0,1,0,0,0,3
69,2,1,0,0,10,0,0,0,0,0,0,0,1,0,2
61,1,0,5,0,10,1,0,0,0,0,0,0,0,0,1
70,4,1,10,0,0,0,0,0,0,1,0,0,0,0,2
40,1,1,5,1,0,0,0,0,0,0,0,0,0,0,2
17,1,0,5,0,10,0,0,0,1,0,0,0,0,0,1
76,1,1,5,1,10,0,0,1,0,0,0,0,0,0,3
24,2,1,0,0,5,0,0,0,0,1,0,0,0,0,1
41,3,1,0,0,5,0,0,0,0,0,0,0,1,0,1
50,2,0,10,0,5,0,0,0,0,0,0,1,0,0,1
56,2,1,10,0,0,0,0,0,0,0,0,0,1,0,2
69,2,1,15,0,10,0,0,0,0,1,0,0,0,0,3
71,3,1,5,0,5,0,0,0,1,0,0,0,0,0,1
48,2,1,15,0,5,0,0,1,0,0,0,0,0,0,2
33,2,0,10,0,10,0,1,0,0,0,0,0,0,0,2
28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
82,2,0,10,0,10,1,0,0,0,0,0,0,0,0,2
62,2,1,5,0,0,0,0,0,0,0,1,0,0,0,1
50,3,1,10,0,10,0,1,0,0,0,0,0,0,0,3
87,1,1,10,0,0,0,0,1,0,0,0,0,0,0,2
61,2,1,5,0,5,0,0,0,0,0,0,1,0,0,1
15,2,1,5,1,5,1,0,0,0,0,0,0,0,0,2
92,1,1,5,0,10,0,0,0,1,0,0,0,0,0,2
97,1,0,5,1,5,0,1,0,0,0,0,0,0,0,1
15,2,0,10,0,10,0,0,1,0,0,0,0,0,0,2
64,2,1,5,1,5,0,0,0,0,0,0,0,0,1,2
78,1,0,10,0,5,0,0,0,0,0,0,0,0,0,1
83,1,0,5,0,10,0,0,0,0,0,0,0,1,0,1
34,1,1,15,0,10,0,0,0,0,1,0,0,0,0,3
61,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
72,1,1,15,0,10,0,1,0,0,0,0,0,0,0,3
21,1,0,10,1,5,0,0,0,0,0,0,1,0,0,2
67,2,0,15,1,10,0,0,0,0,0,1,0,0,0,3
37,2,0,5,0,10,0,0,0,0,0,0,0,0,0,1
42,2,1,15,0,10,0,1,0,0,0,0,0,0,0,3
67,3,1,5,0,5,0,0,0,0,0,0,1,0,0,1
15,1,1,15,0,5,0,1,0,0,0,0,0,0,0,2
60,2,1,10,1,10,0,0,1,0,0,0,0,0,0,4
49,1,1,5,0,10,0,0,1,0,0,0,0,0,0,2
79,2,1,10,0,10,1,0,0,0,0,0,0,0,0,3
15,2,1,10,0,10,0,0,0,0,0,0,0,0,1,3
37,2,1,5,0,0,0,0,0,1,0,0,0,0,0,1
43,2,1,0,1,10,0,0,0,0,0,0,0,1,0,3
24,2,1,15,0,10,0,0,1,0,0,0,0,0,0,3
68,2,1,10,0,5,0,0,1,0,0,0,0,0,0,2
93,1,0,10,0,10,0,1,0,0,0,0,0,0,0,2
73,3,1,0,0,10,0,0,0,1,0,0,0,0,0,2
75,1,0,5,0,10,0,0,0,0,0,0,0,1,0,1
91,3,1,5,1,5,0,0,0,0,0,1,0,0,0,2
47,2,0,10,0,5,0,0,0,0,0,0,0,1,0,1
67,1,1,5,0,5,0,0,0,0,0,0,0,0,1,1
89,4,1,10,0,0,0,0,0,0,0,0,0,0,0,2
74,2,1,5,0,10,0,0,0,0,0,0,0,0,1,2
68,2,1,15,0,5,0,0,0,0,0,0,1,0,0,2
45,1,1,5,0,0,0,0,0,0,1,0,0,0,0,1
69,1,1,5,0,10,0,0,0,0,0,0,0,1,0,2
75,2,1,10,0,0,0,0,0,1,0,0,0,0,0,2
48,1,1,10,0,10,0,1,0,0,0,0,0,0,0,3
60,3,0,5,0,10,0,0,0,0,1,0,0,0,0,1
37,1,1,10,0,10,1,0,0,0,0,0,0,0,0,3
56,3,1,15,1,0,0,0,1,0,0,0,0,0,0,3
28,4,1,10,0,10,0,0,0,0,0,0,0,1,0,3
80,1,1,10,1,10,0,0,0,0,0,0,0,0,1,4
51,3,1,10,0,5,0,0,0,0,0,1,0,0,0,2
70,1,1,10,0,10,0,0,1,0,0,0,0,0,0,3
54,2,1,10,0,10,1,0,0,0,0,0,0,0,0,3
37,2,1,15,0,10,0,0,1,0,0,0,0,0,0,3
117,2,1,10,1,5,0,0,0,1,0,0,0,0,0,3
34,2,0,5,0,10,0,0,0,0,0,0,0,1,0,1
65,1,0,15,1,10,0,0,0,0,1,0,0,0,0,3
96,2,1,15,0,10,1,0,0,0,0,0,0,0,0,3
52,1,1,5,0,5,0,1,0,0,0,0,0,0,0,1
45,3,1,0,1,5,0,1,0,0,0,0,0,0,0,2
79,3,1,5,0,5,0,0,0,0,0,1,0,0,0,1
65,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
19,1,1,10,0,10,1,0,0,0,0,0,0,0,0,3
61,1,1,10,0,10,0,0,0,0,0,0,1,0,0,3
67,2,1,5,1,5,0,0,0,0,0,0,0,0,0,2
35,4,1,5,0,5,0,0,0,0,0,0,1,0,0,1
49,2,0,10,1,0,0,0,0,0,0,0,1,0,0,2
43,2,1,0,0,5,1,0,0,0,0,0,0,0,0,1
69,3,0,10,0,5,1,0,0,0,0,0,0,0,0,1
42,2,1,5,0,10,0,0,0,0,0,0,1,0,0,2
59,2,1,15,0,10,0,0,0,0,0,0,0,0,1,3
45,1,1,15,0,10,0,0,1,0,0,0,0,0,0,3
60,1,1,10,0,10,0,0,0,0,0,0,1,0,0,3
71,2,1,10,1,5,0,0,0,0,0,1,0,0,0,3
51,3,1,5,1,10,0,0,0,0,0,0,1,0,0,3
54,2,1,10,1,10,0,0,0,0,1,0,0,0,0,4
58,2,1,10,0,10,0,0,0,0,1,0,0,0,0,3
58,2,1,0,1,5,0,0,1,0,0,0,0,0,0,2
92,2,1,15,0,10,0,1,0,0,0,0,0,0,0,3
119,3,1,0,0,10,0,0,0,0,0,1,0,0,0,2
62,1,0,15,0,5,0,0,1,0,0,0,0,0,0,1
60,4,0,10,1,5,0,0,0,0,0,0,0,1,0,2
57,2,0,10,1,10,0,0,0,0,0,0,0,0,0,3
15,2,0,5,0,5,0,0,0,0,0,0,0,0,1,0
39,1,0,5,0,10,0,0,0,0,1,0,0,0,0,1
45,2,1,5,0,5,0,0,0,1,0,0,0,0,0,1
15,2,1,10,0,10,0,0,0,0,0,1,0,0,0,3
15,1,1,10,0,5,1,0,0,0,0,0,0,0,0,2
45,1,1,10,0,10,1,0,0,0,0,0,0,0,0,3
75,4,1,15,0,10,0,1,0,0,0,0,0,0,0,3
72,2,1,10,0,10,1,0,0,0,0,0,0,0,0,3
29,1,1,10,1,5,0,0,0,1,0,0,0,0,0,3
45,3,1,10,1,5,0,0,0,0,0,0,0,0,1,3
73,3,1,15,0,10,0,0,0,0,1,0,0,0,0,3
37,1,1,10,0,10,0,0,0,0,0,0,1,0,0,3
17,2,1,10,0,10,0,0,0,0,0,0,0,1,0,3
63,1,0,15,0,5,0,0,0,0,0,1,0,0,0,1
48,1,1,10,0,10,0,1,0,0,0,0,0,0,0,3
56,2,1,15,0,10,0,0,1,0,0,0,0,0,0,3
61,1,1,10,0,5,0,0,0,1,0,0,0,0,0,2
61,3,1,15,1,10,0,0,0,0,0,0,1,0,0,4
73,2,1,10,1,5,0,0,0,1,0,0,0,0,0,3
85,1,0,10,0,5,0,0,0,0,0,0,1,0,0,1
15,2,1,10,0,10,0,0,0,0,0,0,0,1,0,3
45,1,1,10,0,5,0,0,0,0,0,0,0,0,1,2
48,1,0,5,1,5,0,0,0,0,0,0,0,0,1,1
55,3,0,10,0,5,0,0,0,0,0,0,0,0,1,1
33,2,1,5,0,5,0,0,0,0,0,0,1,0,0,1
34,2,1,5,0,10,0,0,0,0,1,0,0,0,0,2
47,3,1,15,0,10,0,0,0,0,0,1,0,0,0,3
50,3,0,10,1,5,0,0,0,0,0,0,1,0,0,2
63,1,0,5,0,10,0,0,0,0,0,0,0,1,0,1
57,2,1,5,0,0,0,0,0,0,0,1,0,0,0,1
50,3,0,15,0,5,0,0,0,0,0,0,0,0,1,1
55,2,1,15,0,5,0,0,1,0,0,0,0,0,0,2
37,2,1,15,0,0,1,0,0,0,0,0,0,0,0,2
56,3,1,5,1,5,0,1,0,0,0,0,0,0,0,2
98,2,1,10,0,10,0,0,1,0,0,0,0,0,0,3
62,2,1,5,0,10,1,0,0,0,0,0,0,0,0,2
45,1,1,10,0,10,0,0,0,0,0,1,0,0,0,3
15,2,1,0,1,5,0,0,0,0,0,0,0,0,0,2
46,1,1,5,0,5,0,0,0,0,0,0,0,0,1,1
77,3,0,10,1,10,0,1,0,0,0,0,0,0,0,3
99,2,1,10,1,5,0,0,0,0,0,0,1,0,0,3
111,2,0,10,0,10,0,0,1,0,0,0,0,0,0,2
92,2,1,5,0,0,0,0,0,0,0,0,1,0,0,1
73,2,1,0,1,10,0,0,0,0,1,0,0,0,0,3
66,2,1,15,0,5,0,0,0,0,0,0,0,0,1,2
94,1,1,15,0,0,1,0,0,0,0,0,0,0,0,2
51,2,1,10,0,10,0,0,0,1,0,0,0,0,0,3
50,1,0,10,0,5,1,0,0,0,0,0,0,0,0,1
59,2,1,5,0,10,0,0,0,0,0,0,0,0,1,2
21,1,1,0,0,5,0,0,0,0,0,0,0,0,1,1
16,2,1,10,1,5,0,0,1,0,0,0,0,0,0,3
61,1,1,0,1,10,0,0,0,0,0,0,1,0,0,3
25,3,1,5,1,5,0,0,1,0,0,0,0,0,0,2
61,2,0,10,0,5,1,0,0,0,0,0,0,0,0,1
76,3,1,10,0,5,0,0,0,1,0,0,0,0,0,2
16,1,1,15,1,10,0,0,0,0,0,0,0,0,1,4
34,2,1,10,0,10,0,0,0,0,1,0,0,0,0,3
30,2,1,5,0,5,0,0,1,0,0,0,0,0,0,1
37,1,0,5,0,10,0,0,0,0,0,0,0,0,0,1
77,1,0,5,1,0,0,0,1,0,0,0,0,0,0,1
54,1,0,5,1,10,0,1,0,0,0,0,0,0,0,2
87,3,0,10,0,5,0,0,1,0,0,0,0,0,0,1
62,1,1,5,0,10,0,0,0,0,0,0,0,0,0,2
76,2,1,5,0,5,0,0,0,0,0,0,0,1,0,1
101,1,1,15,1,5,0,0,0,0,0,0,0,0,0,3
40,2,1,5,0,0,0,0,1,0,0,0,0,0,0,1
15,2,1,10,1,10,1,0,0,0,0,0,0,0,0,4
48,3,1,5,1,10,0,1,0,0,0,0,0,0,0,3
107,1,0,5,0,10,1,0,0,0,0,0,0,0,0,1
45,2,0,10,1,10,0,0,0,0,0,0,0,1,0,3
111,2,1,10,1,10,0,0,0,0,0,0,0,0,1,4
68,3,1,15,0,5,0,1,0,0,0,0,0,0,0,2
92,1,1,15,0,10,0,0,1,0,0,0,0,0,0,3
37,3,1,10,0,10,0,0,0,0,0,0,0,0,0,3
39,2,0,10,1,10,0,0,0,0,0,0,0,1,0,3
15,1,1,5,1,5,0,0,0,0,0,0,0,1,0,2
48,3,0,5,1,0,1,0,0,0,0,0,0,0,0,1
48,3,1,15,0,5,1,0,0,0,0,0,0,0,0,2
74,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0
40,2,0,10,0,5,0,1,0,0,0,0,0,0,0,1
21,3,1,0,1,10,0,0,0,0,0,0,1,0,0,3
52,2,1,15,1,10,1,0,0,0,0,0,0,0,0,4
49,1,1,5,0,10,0,0,0,0,0,0,0,0,1,2
39,4,1,5,1,0,0,1,0,0,0,0,0,0,0,2
31,1,1,10,1,0,0,0,0,0,0,0,0,1,0,3
55,2,0,10,0,5,0,0,0,0,1,0,0,0,0,1
19,1,1,5,1,10,0,1,0,0,0,0,0,0,0,3
55,2,1,10,0,10,0,0,1,0,0,0,0,0,0,3
51,2,1,15,0,10,0,0,0,1,0,0,0,0,0,3
45,1,1,10,0,10,0,0,0,0,1,0,0,0,0,3
70,2,1,15,0,10,0,0,0,0,0,0,0,1,0,3
15,1,1,10,0,10,1,0,0,0,0,0,0,0,0,3
47,3,1,5,0,10,1,0,0,0,0,0,0,0,0,2
58,2,1,15,0,0,0,0,0,0,0,0,0,1,0,2
46,2,1,10,0,0,0,0,0,0,1,0,0,0,0,2
37,2,1,5,0,10,0,0,0,0,0,0,1,0,0,2
26,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2
63,2,1,15,0,10,1,0,0,0,0,0,0,0,0,3
61,1,1,5,1,5,0,0,0,0,0,0,1,0,0,2
74,1,1,10,1,10,0,0,0,0,0,1,0,0,0,4
81,1,1,5,0,0,0,0,0,0,1,0,0,0,0,1
50,2,1,15,0,10,0,0,0,1,0,0,0,0,0,3
64,1,1,10,0,0,0,0,0,0,1,0,0,0,0,2
76,2,0,10,0,0,0,0,0,0,0,0,0,0,1,1
42,1,1,5,0,5,0,0,0,0,0,0,0,1,0,1
56,4,1,5,0,0,0,0,0,0,0,1,0,0,0,1
56,1,1,15,0,10,0,0,0,0,1,0,0,0,0,3
99,2,1,0,1,10,0,0,0,0,0,0,0,0,1,3
50,1,0,0,0,10,0,0,0,0,0,0,1,0,0,1
59,2,1,10,0,5,0,0,0,0,0,0,0,1,0,2
54,3,1,15,0,10,1,0,0,0,0,0,0,0,0,3
85,1,1,15,0,10,0,0,0,0,0,0,0,0,0,3
105,2,1,5,0,0,0,0,0,1,0,0,0,0,0,1
50,1,0,10,0,0,1,0,0,0,0,0,0,0,0,1
46,2,1,5,0,5,1,0,0,0,0,0,0,0,0,1
30,2,1,0,1,5,0,0,0,0,0,1,0,0,0,2
87,2,1,0,0,5,0,0,1,0,0,0,0,0,0,1
65,2,1,0,0,10,0,1,0,0,0,0,0,0,0,2
78,1,1,15,0,0,0,0,0,0,0,0,0,1,0,2
21,3,1,5,0,0,0,0,0,0,0,0,0,0,0,1
52,1,1,10,0,10,0,0,0,0,0,1,0,0,0,3
90,2,1,10,1,5,0,0,0,0,0,0,0,0,0,3
25,1,0,10,1,10,0,1,0,0,0,0,0,0,0,3
60,1,1,0,0,5,0,0,0,0,0,0,0,1,0,1
65,2,1,5,0,5,0,0,0,0,1,0,0,0,0,1
77,1,1,15,0,10,0,0,1,0,0,0,0,0,0,3
43,3,1,0,0,10,0,0,0,0,0,0,0,1,0,2
98,1,1,0,1,10,0,0,0,0,0,0,0,0,1,3
51,1,1,5,0,5,0,0,0,1,0,0,0,0,0,1
83,3,1,10,0,10,0,0,1,0,0,0,0,0,0,3
83,3,1,10,0,5,0,0,0,0,0,0,0,0,0,2
73,1,1,10,0,10,0,1,0,0,0,0,0,0,0,3
111,1,1,5,0,10,0,0,1,0,0,0,0,0,0,2
46,2,0,10,1,5,0,0,0,0,1,0,0,0,0,2
56,1,1,10,1,10,1,0,0,0,0,0,0,0,0,4
55,2,0,15,1,10,0,0,0,0,0,0,0,0,0,3
82,1,1,15,1,0,0,0,0,0,0,0,1,0,0,3
15,1,0,15,0,10,0,0,1,0,0,0,0,0,0,2
68,1,1,10,0,0,0,0,0,0,0,0,0,0,1,2
41,2,1,10,0,5,0,0,0,0,0,0,0,0,1,2
45,2,1,5,0,5,1,0,0,0,0,0,0,0,0,1
81,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
47,1,1,15,0,5,0,0,0,0,1,0,0,0,0,2
44,1,1,10,1,5,0,0,0,0,0,0,1,0,0,3
15,1,0,5,1,10,0,0,0,0,0,0,0,0,1,2
107,2,0,15,0,0,1,0,0,0,0,0,0,0,0,1
72,2,1,5,0,10,0,0,0,0,0,0,1,0,0,2
54,2,1,5,0,10,0,0,0,1,0,0,0,0,0,2
47,3,0,0,0,5,0,0,0,1,0,0,0,0,0,0
24,1,1,15,1,5,0,0,0,0,0,0,0,0,1,3
45,1,1,5,0,10,0,1,0,0,0,0,0,0,0,2
66,2,0,5,0,10,0,0,0,0,1,0,0,0,0,1
19,1,1,15,0,10,0,1,0,0,0,0,0,0,0,3
53,2,1,10,0,10,0,0,0,0,1,0,0,0,0,3
31,3,1,10,1,0,1,0,0,0,0,0,0,0,0,3
60,1,1,5,1,10,0,0,0,1,0,0,0,0,0,3
80,1,1,10,0,5,0,0,0,0,0,0,0,1,0,2
91,3,1,5,0,5,1,0,0,0,0,0,0,0,0,1
67,2,1,0,0,5,0,0,0,0,0,1,0,0,0,1
29,1,1,0,1,10,0,0,0,0,0,0,0,1,0,3
